1,3,4,5,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.0,9.219544457,6.5,6.5,27.11549373,27.65863337,30.10398645,31.53173005,34.73110997,33.32041416,31.95309062,31.67412193,31.06444913,37.3965239,43.41082814,41.38236339,40.20572099,39.08004606,36.9121
9.219544457,0.0,4.5,9.5,25.83118271,24.69817807,25.811819,30.76117683,26.19637379,25.14458192,24.33105012,25.0049995,25.49509757,36.7763511,43.1335,33.20391543,32.38054972,31.75295262,30.53686297
6.5,4.5,0.0,5.0,23.02172887,22.65502152,24.51530134,27.80287755,28.3019434,26.83281573,25.46075411,25.3179778,25.0049995,33.81198013,40.07804885,34.88911005,33.70830758,32.6266762,30.64718584
6.5,9.5,5.0,0.0,20.61552813,21.28966886,24.0,25.05992817,31.2409987,29.41088234,27.53633963,26.57066051,25.40177159,30.95561338,37.03039292,37.31286641,35.79455266,34.27097898,31.53173005
27.11549373,25.83118271,23.02172887,20.61552813,0.0,4.924428901,9.433981132,5.0,28.44292531,25.49509757,22.07374005,18.02775638,13.86542462,10.9658561,17.35655496,30.66349621,27.95084972,24.86966023,19.7040605
27.65863337,24.69817807,22.65502152,21.28966886,4.924428901,0.0,4.609772229,8.558621384,23.69071548,20.71834936,17.2626765,13.12440475,8.9443,13.65650028,19.91230775,25.73907535,23.03258561,19.9812412,14.91643389
30.10398645,25.811819,24.51530134,24.0,9.433981132,4.609772229,0.0,12.16552506,20.0,17.0,13.5,9.055385138,4.609772229,16.19413474,21.98294794,21.36000936,18.58090418,15.44344521,10.30776406
31.53173005,30.76117683,27.80287755,25.05992817,5.0,8.558621384,12.16552506,0.0,32.0624,29.06888371,25.57831112,21.21320344,16.77050983,6.020797289,12.3794184,33.38038346,30.51638904,27.21212965,21.73131381
34.73110997,26.19637379,28.3019434,31.2409987,28.44292531,23.69071548,20.0,32.0624,0.0,3.0,6.5,11.04536102,15.53222457,36.08670115,41.51204644,7.5,8.077747211,9.924716621,13.64734406
33.32041416,25.14458192,26.83281573,29.41088234,25.49509757,20.71834936,17.0,29.06888371,3.0,0.0,3.5,8.0623,12.5399362,33.09456149,38.55191305,8.077747211,7.5,8.276472679,11.10180166
31.95309062,24.33105012,25.46075411,27.53633963,22.07374005,17.2626765,13.5,25.57831112,6.5,3.5,0.0,4.609772229,9.055385138,29.60574269,35.10697936,9.924716621,8.276472679,7.5,8.514693183
31.67412193,25.0049995,25.3179778,26.57066051,18.02775638,13.12440475,9.055385138,21.21320344,11.04536102,8.0623,4.609772229,0.0,4.5,25.04495957,30.5,12.77693234,10.30776406,7.90569415,5.590169944
31.06444913,25.49509757,25.0049995,25.40177159,13.86542462,8.9443,4.609772229,16.77050983,15.53222457,12.5399362,9.055385138,4.5,0.0,20.55480479,26.08639492,16.80773631,14.0890028,11.10180166,6.519202405
37.3965239,36.7763511,33.81198013,30.95561338,10.9658561,13.65650028,16.19413474,6.020797289,36.08670115,33.09456149,29.60574269,25.04495957,20.55480479,0.0,6.403124237,36.34556369,33.37663854,29.9207286,24.33105012
43.41082814,43.1335,40.07804885,37.03039292,17.35655496,19.91230775,21.98294794,12.3794184,41.51204644,38.55191305,35.10697936,30.5,26.08639492,6.403124237,0.0,41.01219331,38.01315562,34.51448971,29.0
41.38236339,33.20391543,34.88911005,37.31286641,30.66349621,25.73907535,21.36000936,33.38038346,7.5,8.077747211,9.924716621,12.77693234,16.80773631,36.34556369,41.01219331,0.0,3.0,6.5,12.04159458
40.20572099,32.38054972,33.70830758,35.79455266,27.95084972,23.03258561,18.58090418,30.51638904,8.077747211,7.5,8.276472679,10.30776406,14.0890028,33.37663854,38.01315562,3.0,0.0,3.5,9.055385138
39.08004606,31.75295262,32.6266762,34.27097898,24.86966023,19.9812412,15.44344521,27.21212965,9.924716621,8.276472679,7.5,7.90569415,11.10180166,29.9207286,34.51448971,6.5,3.5,0.0,5.590169944
36.9121,30.53686297,30.64718584,31.53173005,19.7040605,14.91643389,10.30776406,21.73131381,13.64734406,11.10180166,8.514693183,5.590169944,6.519202405,24.33105012,29.0,12.04159458,9.055385138,5.590169944,0.0
